Student_ID,Class,Section,Month,Monthly_Fee,Amount_Paid,Payment_Status
1298,5,A,February,2943,1343,Unpaid
1298,5,A,March,2943,2518,Unpaid
1299,5,A,April,3659,540,Unpaid
1299,5,A,May,3659,1659,Unpaid
1299,5,A,August,3659,3659,Paid
1299,5,A,September,3659,3659,Paid
1299,5,A,October,3659,3659,Paid
1299,5,A,November,3659,1076,Unpaid
1299,5,A,December,3659,3659,Paid
1299,5,A,January,3659,3659,Paid
1299,5,A,February,3659,3659,Paid
1299,5,A,March,3659,2425,Unpaid
1300,5,A,April,4046,1094,Unpaid
1300,5,A,May,4046,2807,Unpaid
1300,5,A,August,4046,82,Unpaid
1300,5,A,September,4046,4046,Paid
1300,5,A,October,4046,4046,Paid
1300,5,A,November,4046,4046,Paid
1300,5,A,December,4046,4046,Paid
1300,5,A,January,4046,998,Unpaid
1300,5,A,February,4046,3786,Unpaid
1300,5,A,March,4046,4046,Paid
1301,5,A,April,3235,3235,Paid
1301,5,A,May,3235,1242,Unpaid
1301,5,A,August,3235,3235,Paid
1301,5,A,September,3235,3235,Paid
1301,5,A,October,3235,3235,Paid
1301,5,A,November,3235,939,Unpaid
1301,5,A,December,3235,1972,Unpaid
1301,5,A,January,3235,3235,Paid
1301,5,A,February,3235,3235,Paid
1301,5,A,March,3235,915,Unpaid
1302,5,A,April,4866,1734,Unpaid
1302,5,A,May,4866,4866,Paid
1302,5,A,August,4866,4866,Paid
1302,5,A,September,4866,1520,Unpaid
1302,5,A,October,4866,4380,Unpaid
1302,5,A,November,4866,1825,Unpaid
1302,5,A,December,4866,2447,Unpaid
1302,5,A,January,4866,723,Unpaid
1302,5,A,February,4866,4866,Paid
1302,5,A,March,4866,1203,Unpaid
1303,6,B,April,4402,3434,Unpaid
1303,6,B,May,4402,684,Unpaid
1303,6,B,August,4402,3112,Unpaid
1303,6,B,September,4402,2502,Unpaid
1303,6,B,October,4402,4402,Paid
1303,6,B,November,4402,4402,Paid
1303,6,B,December,4402,4402,Paid
1303,6,B,January,4402,3164,Unpaid
1303,6,B,February,4402,918,Unpaid
1303,6,B,March,4402,1684,Unpaid
1304,6,B,April,3258,2682,Unpaid
1304,6,B,May,3258,3258,Paid
1304,6,B,August,3258,986,Unpaid
1304,6,B,September,3258,519,Unpaid
1304,6,B,October,3258,3258,Paid
1304,6,B,November,3258,1552,Unpaid
1304,6,B,December,3258,1774,Unpaid
1304,6,B,January,3258,174,Unpaid
1304,6,B,February,3258,3258,Paid
1304,6,B,March,3258,330,Unpaid
1305,6,B,April,3106,3106,Paid
1305,6,B,May,3106,2315,Unpaid
1305,6,B,August,3106,3106,Paid
1305,6,B,September,3106,772,Unpaid
1305,6,B,October,3106,2065,Unpaid
1305,6,B,November,3106,588,Unpaid
1305,6,B,December,3106,3106,Paid
1305,6,B,January,3106,3106,Paid
1305,6,B,February,3106,177,Unpaid
1305,6,B,March,3106,241,Unpaid
1306,6,B,April,3763,3763,Paid
1306,6,B,May,3763,3763,Paid
1306,6,B,August,3763,3763,Paid
1306,6,B,September,3763,3763,Paid
1306,6,B,October,3763,3763,Paid
1306,6,B,November,3763,1793,Unpaid
1306,6,B,December,3763,3424,Unpaid
1306,6,B,January,3763,2499,Unpaid
1306,6,B,February,3763,1789,Unpaid
1306,6,B,March,3763,3002,Unpaid
1307,6,A,April,3035,2722,Unpaid
1307,6,A,May,3035,3035,Paid
1307,6,A,August,3035,98,Unpaid
1307,6,A,September,3035,954,Unpaid
1307,6,A,October,3035,1575,Unpaid
1307,6,A,November,3035,189,Unpaid
1307,6,A,December,3035,2666,Unpaid
1307,6,A,January,3035,199,Unpaid
1307,6,A,February,3035,449,Unpaid
1307,6,A,March,3035,882,Unpaid
1308,6,B,April,3752,2604,Unpaid
1308,6,B,May,3752,3752,Paid
1308,6,B,August,3752,2530,Unpaid
1308,6,B,September,3752,3752,Paid
1308,6,B,October,3752,2534,Unpaid
1308,6,B,November,3752,3752,Paid
1308,6,B,December,3752,1247,Unpaid
1308,6,B,January,3752,3752,Paid
1308,6,B,February,3752,3004,Unpaid
1308,6,B,March,3752,3752,Paid
1309,6,A,April,4072,466,Unpaid
1309,6,A,May,4072,2458,Unpaid
1309,6,A,August,4072,1912,Unpaid
1309,6,A,September,4072,2419,Unpaid
1309,6,A,October,4072,4072,Paid
1309,6,A,November,4072,319,Unpaid
1309,6,A,December,4072,4072,Paid
1309,6,A,January,4072,4072,Paid
1309,6,A,February,4072,4072,Paid
1309,6,A,March,4072,339,Unpaid
1310,6,B,April,2211,2211,Paid
1310,6,B,May,2211,2211,Paid
1310,6,B,August,2211,1327,Unpaid
1310,6,B,September,2211,633,Unpaid
1310,6,B,October,2211,705,Unpaid
1310,6,B,November,2211,1419,Unpaid
1310,6,B,December,2211,2211,Paid
1310,6,B,January,2211,2211,Paid
1310,6,B,February,2211,2199,Unpaid
1310,6,B,March,2211,137,Unpaid
1311,6,B,April,2617,2617,Paid
1311,6,B,May,2617,2167,Unpaid
1311,6,B,August,2617,2617,Paid
1311,6,B,September,2617,2460,Unpaid
1311,6,B,October,2617,2617,Paid
1311,6,B,November,2617,1696,Unpaid
1311,6,B,December,2617,1785,Unpaid
1311,6,B,January,2617,334,Unpaid
1311,6,B,February,2617,2617,Paid
1311,6,B,March,2617,2617,Paid
1312,6,B,April,2369,1439,Unpaid
1312,6,B,May,2369,2369,Paid
1312,6,B,August,2369,2369,Paid
1312,6,B,September,2369,826,Unpaid
1312,6,B,October,2369,2369,Paid
1312,6,B,November,2369,2014,Unpaid
1312,6,B,December,2369,1049,Unpaid
1312,6,B,January,2369,2369,Paid
1312,6,B,February,2369,2369,Paid
1312,6,B,March,2369,145,Unpaid
1313,6,B,April,2857,2857,Paid
1313,6,B,May,2857,2805,Unpaid
1313,6,B,August,2857,2857,Paid
1313,6,B,September,2857,2857,Paid
1313,6,B,October,2857,2857,Paid
1313,6,B,November,2857,2857,Paid
1313,6,B,December,2857,2857,Paid
1313,6,B,January,2857,2857,Paid
1313,6,B,February,2857,2857,Paid
1313,6,B,March,2857,2423,Unpaid
1314,6,B,April,3271,3271,Paid
1314,6,B,May,3271,3271,Paid
1314,6,B,August,3271,3271,Paid
1314,6,B,September,3271,2233,Unpaid
1314,6,B,October,3271,3271,Paid
1314,6,B,November,3271,3271,Paid
1314,6,B,December,3271,1626,Unpaid
1314,6,B,January,3271,3271,Paid
1314,6,B,February,3271,3049,Unpaid
1314,6,B,March,3271,355,Unpaid
1315,6,B,April,2640,2640,Paid
1315,6,B,May,2640,874,Unpaid
1315,6,B,August,2640,2640,Paid
1315,6,B,September,2640,2640,Paid
1315,6,B,October,2640,2640,Paid
1315,6,B,November,2640,1110,Unpaid
1315,6,B,December,2640,2640,Paid
1315,6,B,January,2640,1405,Unpaid
1315,6,B,February,2640,1401,Unpaid
1315,6,B,March,2640,434,Unpaid
1316,6,A,April,3651,886,Unpaid
1316,6,A,May,3651,3651,Paid
1316,6,A,August,3651,3651,Paid
1316,6,A,September,3651,3576,Unpaid
1316,6,A,October,3651,3651,Paid
1316,6,A,November,3651,3395,Unpaid
1316,6,A,December,3651,2055,Unpaid
1316,6,A,January,3651,469,Unpaid
1316,6,A,February,3651,3651,Paid
1316,6,A,March,3651,3651,Paid
1317,6,B,April,4840,4840,Paid
1317,6,B,May,4840,4840,Paid
1317,6,B,August,4840,4840,Paid
1317,6,B,September,4840,4840,Paid
1317,6,B,October,4840,4840,Paid
1317,6,B,November,4840,4662,Unpaid
1317,6,B,December,4840,4840,Paid
1317,6,B,January,4840,4570,Unpaid
1317,6,B,February,4840,4840,Paid
1317,6,B,March,4840,4840,Paid
1318,6,B,April,2507,1283,Unpaid
1318,6,B,May,2507,2507,Paid
1318,6,B,August,2507,2507,Paid
1318,6,B,September,2507,214,Unpaid
1318,6,B,October,2507,2507,Paid
1318,6,B,November,2507,502,Unpaid
1318,6,B,December,2507,1680,Unpaid
1318,6,B,January,2507,2320,Unpaid
1318,6,B,February,2507,389,Unpaid
1318,6,B,March,2507,1001,Unpaid
1319,6,A,April,3430,3430,Paid
1319,6,A,May,3430,558,Unpaid
1319,6,A,August,3430,1923,Unpaid
1319,6,A,September,3430,3430,Paid
1319,6,A,October,3430,3430,Paid
1319,6,A,November,3430,3430,Paid
1319,6,A,December,3430,3430,Paid
1319,6,A,January,3430,1332,Unpaid
1319,6,A,February,3430,3430,Paid
1319,6,A,March,3430,3430,Paid
1320,6,B,April,4839,180,Unpaid
1320,6,B,May,4839,4839,Paid
1320,6,B,August,4839,4839,Paid
1320,6,B,September,4839,3376,Unpaid
1320,6,B,October,4839,1651,Unpaid
1320,6,B,November,4839,1259,Unpaid
1320,6,B,December,4839,813,Unpaid
1320,6,B,January,4839,746,Unpaid
1320,6,B,February,4839,4839,Paid
1320,6,B,March,4839,4839,Paid
1321,6,B,April,4884,933,Unpaid
1321,6,B,May,4884,3220,Unpaid
1321,6,B,August,4884,179,Unpaid
1321,6,B,September,4884,2094,Unpaid
1321,6,B,October,4884,4884,Paid
1321,6,B,November,4884,4884,Paid
1321,6,B,December,4884,4884,Paid
1321,6,B,January,4884,3856,Unpaid
1321,6,B,February,4884,1496,Unpaid
1321,6,B,March,4884,2335,Unpaid
1322,6,B,April,2881,317,Unpaid
1322,6,B,May,2881,2881,Paid
1322,6,B,August,2881,2881,Paid
1322,6,B,September,2881,2881,Paid
1322,6,B,October,2881,2881,Paid
1322,6,B,November,2881,633,Unpaid
1322,6,B,December,2881,1269,Unpaid
1322,6,B,January,2881,2881,Paid
1322,6,B,February,2881,969,Unpaid
1322,6,B,March,2881,927,Unpaid
1323,6,B,April,4207,4207,Paid
1323,6,B,May,4207,4207,Unpaid
1323,6,B,August,4207,4207,Paid
1323,6,B,September,4207,1501,Unpaid
1323,6,B,October,4207,432,Unpaid
1323,6,B,November,4207,2297,Unpaid
1323,6,B,December,4207,1160,Unpaid
1323,6,B,January,4207,4207,Paid
1323,6,B,February,4207,4207,Paid
1323,6,B,March,4207,4207,Paid
1324,6,B,April,3106,3106,Paid
1324,6,B,May,3106,3106,Paid
1324,6,B,August,3106,3106,Paid
1324,6,B,September,3106,3106,Paid
1324,6,B,October,3106,1688,Unpaid
1324,6,B,November,3106,3106,Paid
1324,6,B,December,3106,1442,Unpaid
1324,6,B,January,3106,2795,Unpaid
1324,6,B,February,3106,3106,Paid
1324,6,B,March,3106,447,Unpaid
1325,6,A,April,4840,4840,Paid
1325,6,A,May,4840,803,Unpaid
1325,6,A,August,4840,4840,Paid
1325,6,A,September,4840,238,Unpaid
1325,6,A,October,4840,4840,Paid
1325,6,A,November,4840,4840,Paid
1325,6,A,December,4840,4840,Paid
1325,6,A,January,4840,321,Unpaid
1325,6,A,February,4840,4840,Paid
1325,6,A,March,4840,999,Unpaid
1326,6,B,April,3322,3322,Paid
1326,6,B,May,3322,1692,Unpaid
1326,6,B,August,3322,2338,Unpaid
1326,6,B,September,3322,3244,Unpaid
1326,6,B,October,3322,253,Unpaid
1326,6,B,November,3322,854,Unpaid
1326,6,B,December,3322,3023,Unpaid
1326,6,B,January,3322,3308,Unpaid
1326,6,B,February,3322,3322,Paid
1326,6,B,March,3322,544,Unpaid
1327,6,B,April,3976,2455,Unpaid
1327,6,B,May,3976,643,Unpaid
1327,6,B,August,3976,3976,Paid
1327,6,B,September,3976,3976,Paid
1327,6,B,October,3976,2703,Unpaid
1327,6,B,November,3976,1139,Unpaid
1327,6,B,December,3976,3976,Paid
1327,6,B,January,3976,712,Unpaid
1327,6,B,February,3976,1938,Unpaid
1327,6,B,March,3976,3976,Paid
1328,6,A,April,3124,115,Unpaid
1328,6,A,May,3124,490,Unpaid
1328,6,A,August,3124,3124,Paid
1328,6,A,September,3124,3124,Paid
1328,6,A,October,3124,3124,Paid
1328,6,A,November,3124,3124,Paid
1328,6,A,December,3124,568,Unpaid
1328,6,A,January,3124,3124,Paid
1328,6,A,February,3124,3124,Paid
1328,6,A,March,3124,1482,Unpaid
1329,6,B,April,4743,4743,Paid
1329,6,B,May,4743,3529,Unpaid
1329,6,B,August,4743,1915,Unpaid
1329,6,B,September,4743,356,Unpaid
1329,6,B,October,4743,4743,Paid
1329,6,B,November,4743,4183,Unpaid
1329,6,B,December,4743,4743,Paid
1329,6,B,January,4743,2945,Unpaid
1329,6,B,February,4743,4743,Paid
1329,6,B,March,4743,2494,Unpaid
1330,6,B,April,4660,4179,Unpaid
1330,6,B,May,4660,3593,Unpaid
1330,6,B,August,4660,4660,Paid
1330,6,B,September,4660,4660,Paid
1330,6,B,October,4660,2411,Unpaid
1330,6,B,November,4660,4398,Unpaid
1330,6,B,December,4660,4627,Unpaid
1330,6,B,January,4660,4660,Paid
1330,6,B,February,4660,4660,Paid
1330,6,B,March,4660,3058,Unpaid
1331,6,A,April,3481,3481,Paid
1331,6,A,May,3481,3481,Paid
1331,6,A,August,3481,3481,Paid
1331,6,A,September,3481,1574,Unpaid
1331,6,A,October,3481,3481,Paid
1331,6,A,November,3481,3481,Paid
1331,6,A,December,3481,3481,Paid
1331,6,A,January,3481,2292,Unpaid
1331,6,A,February,3481,3481,Paid
1331,6,A,March,3481,41,Unpaid
1332,6,B,April,3331,2611,Unpaid
1332,6,B,May,3331,1517,Unpaid
1332,6,B,August,3331,1108,Unpaid
1332,6,B,September,3331,1311,Unpaid
1332,6,B,October,3331,2998,Unpaid
1332,6,B,November,3331,1857,Unpaid
1332,6,B,December,3331,2083,Unpaid
1332,6,B,January,3331,2423,Unpaid
1332,6,B,February,3331,2339,Unpaid
1332,6,B,March,3331,3331,Paid
1333,6,A,April,3098,3098,Paid
1333,6,A,May,3098,3098,Paid
1333,6,A,August,3098,2107,Unpaid
1333,6,A,September,3098,3098,Paid
1333,6,A,October,3098,2552,Unpaid
1333,6,A,November,3098,3098,Paid
1333,6,A,December,3098,2848,Unpaid
1333,6,A,January,3098,3098,Paid
1333,6,A,February,3098,2350,Unpaid
1333,6,A,March,3098,3098,Paid
1334,6,A,April,3308,3308,Paid
1334,6,A,May,3308,3308,Paid
1334,6,A,August,3308,3308,Paid
1334,6,A,September,3308,3308,Paid
1334,6,A,October,3308,1067,Unpaid
1334,6,A,November,3308,3308,Paid
1334,6,A,December,3308,965,Unpaid
1334,6,A,January,3308,1843,Unpaid
1334,6,A,February,3308,3308,Paid
1334,6,A,March,3308,1803,Unpaid
1335,6,A,April,4349,4349,Paid
1335,6,A,May,4349,2368,Unpaid
1335,6,A,August,4349,4349,Paid
1335,6,A,September,4349,4349,Paid
1335,6,A,October,4349,154,Unpaid
1335,6,A,November,4349,4349,Paid
1335,6,A,December,4349,4349,Paid
1335,6,A,January,4349,953,Unpaid
1335,6,A,February,4349,4349,Paid
1335,6,A,March,4349,922,Unpaid
1336,6,B,April,2632,2632,Paid
1336,6,B,May,2632,2287,Unpaid
1336,6,B,August,2632,1918,Unpaid
1336,6,B,September,2632,2632,Paid
1336,6,B,October,2632,2632,Paid
1336,6,B,November,2632,2424,Unpaid
1336,6,B,December,2632,2346,Unpaid
1336,6,B,January,2632,2632,Paid
1336,6,B,February,2632,2632,Paid
1336,6,B,March,2632,2632,Paid
1337,6,B,April,2020,691,Unpaid
1337,6,B,May,2020,2020,Paid
1337,6,B,August,2020,697,Unpaid
1337,6,B,September,2020,2020,Paid
1337,6,B,October,2020,2020,Paid
1337,6,B,November,2020,2020,Paid
1337,6,B,December,2020,1446,Unpaid
1337,6,B,January,2020,1786,Unpaid
1337,6,B,February,2020,2020,Paid
1337,6,B,March,2020,2020,Paid
1338,6,A,April,3273,3273,Paid
1338,6,A,May,3273,3273,Paid
1338,6,A,August,3273,616,Unpaid
1338,6,A,September,3273,3273,Paid
1338,6,A,October,3273,3273,Paid
1338,6,A,November,3273,2497,Unpaid
1338,6,A,December,3273,153,Unpaid
1338,6,A,January,3273,2420,Unpaid
1338,6,A,February,3273,3273,Paid
1338,6,A,March,3273,513,Unpaid
1339,6,A,April,2036,2036,Paid
1339,6,A,May,2036,1117,Unpaid
1339,6,A,August,2036,1059,Unpaid
1339,6,A,September,2036,1677,Unpaid
1339,6,A,October,2036,2036,Paid
1339,6,A,November,2036,2036,Paid
1339,6,A,December,2036,2036,Paid
1339,6,A,January,2036,2036,Paid
1339,6,A,February,2036,2036,Paid
1339,6,A,March,2036,1699,Unpaid
1340,6,B,April,3022,2576,Unpaid
1340,6,B,May,3022,1406,Unpaid
1340,6,B,August,3022,3022,Paid
1340,6,B,September,3022,3022,Paid
1340,6,B,October,3022,3022,Paid
1340,6,B,November,3022,3022,Paid
1340,6,B,December,3022,2047,Unpaid
1340,6,B,January,3022,3022,Paid
1340,6,B,February,3022,796,Unpaid
1340,6,B,March,3022,3022,Paid
1341,6,B,April,3314,3314,Paid
1341,6,B,May,3314,3314,Paid
1341,6,B,August,3314,3314,Paid
1341,6,B,September,3314,103,Unpaid
1341,6,B,October,3314,733,Unpaid
1341,6,B,November,3314,303,Unpaid
1341,6,B,December,3314,3314,Paid
1341,6,B,January,3314,1717,Unpaid
1341,6,B,February,3314,2450,Unpaid
1341,6,B,March,3314,3314,Paid
1342,6,B,April,4523,4523,Paid
1342,6,B,May,4523,4523,Paid
1342,6,B,August,4523,4523,Paid
1342,6,B,September,4523,3392,Unpaid
1342,6,B,October,4523,4523,Paid
1342,6,B,November,4523,1038,Unpaid
1342,6,B,December,4523,4523,Paid
1342,6,B,January,4523,3251,Unpaid
1342,6,B,February,4523,4523,Paid
1342,6,B,March,4523,2645,Unpaid
1343,6,A,April,3297,3297,Paid
1343,6,A,May,3297,1183,Unpaid
1343,6,A,August,3297,3297,Paid
1343,6,A,September,3297,3021,Unpaid
1343,6,A,October,3297,475,Unpaid
1343,6,A,November,3297,1498,Unpaid
1343,6,A,December,3297,1010,Unpaid
1343,6,A,January,3297,1114,Unpaid
1343,6,A,February,3297,3024,Unpaid
1343,6,A,March,3297,3297,Paid
1344,6,A,April,2739,696,Unpaid
1344,6,A,May,2739,2470,Unpaid
1344,6,A,August,2739,2739,Paid
1344,6,A,September,2739,1033,Unpaid
1344,6,A,October,2739,2739,Paid
1344,6,A,November,2739,2739,Paid
1344,6,A,December,2739,2739,Paid
1344,6,A,January,2739,786,Unpaid
1344,6,A,February,2739,1711,Unpaid
1344,6,A,March,2739,2739,Paid
1345,6,B,April,3637,1881,Unpaid
1345,6,B,May,3637,1261,Unpaid
1345,6,B,August,3637,3637,Paid
1345,6,B,September,3637,3637,Paid
1345,6,B,October,3637,2014,Unpaid
1345,6,B,November,3637,2569,Unpaid
1345,6,B,December,3637,1414,Unpaid
1345,6,B,January,3637,3637,Paid
1345,6,B,February,3637,3637,Paid
1345,6,B,March,3637,3637,Paid
1346,6,B,April,2931,2847,Unpaid
1346,6,B,May,2931,2677,Unpaid
1346,6,B,August,2931,2931,Paid
1346,6,B,September,2931,2931,Paid
1346,6,B,October,2931,2931,Paid
1346,6,B,November,2931,14,Unpaid
1346,6,B,December,2931,2931,Paid
1346,6,B,January,2931,2931,Paid
1346,6,B,February,2931,39,Unpaid
1346,6,B,March,2931,2931,Paid
1347,6,B,April,4747,4747,Paid
1347,6,B,May,4747,593,Unpaid
1347,6,B,August,4747,4747,Paid
1347,6,B,September,4747,4747,Paid
1347,6,B,October,4747,775,Unpaid
1347,6,B,November,4747,4682,Unpaid
1347,6,B,December,4747,4270,Unpaid
1347,6,B,January,4747,4747,Paid
1347,6,B,February,4747,4163,Unpaid
1347,6,B,March,4747,2306,Unpaid
1348,6,B,April,3911,3911,Paid
1348,6,B,May,3911,3911,Paid
1348,6,B,August,3911,3911,Paid
1348,6,B,September,3911,3871,Unpaid
1348,6,B,October,3911,3911,Paid
1348,6,B,November,3911,3911,Paid
1348,6,B,December,3911,3911,Paid
1348,6,B,January,3911,3911,Paid
1348,6,B,February,3911,3911,Paid
1348,6,B,March,3911,3060,Unpaid
1349,6,A,April,3548,1241,Unpaid
1349,6,A,May,3548,3548,Paid
1349,6,A,August,3548,3548,Paid
1349,6,A,September,3548,3548,Paid
1349,6,A,October,3548,3548,Paid
1349,6,A,November,3548,3548,Paid
1349,6,A,December,3548,3548,Paid
1349,6,A,January,3548,3548,Paid
1349,6,A,February,3548,1213,Unpaid
1349,6,A,March,3548,1560,Unpaid
1350,6,A,April,4321,1175,Unpaid
1350,6,A,May,4321,4140,Unpaid
1350,6,A,August,4321,4321,Paid
1350,6,A,September,4321,4321,Paid
1350,6,A,October,4321,2529,Unpaid
1350,6,A,November,4321,610,Unpaid
1350,6,A,December,4321,4321,Paid
1350,6,A,January,4321,671,Unpaid
1350,6,A,February,4321,1452,Unpaid
1350,6,A,March,4321,4321,Paid
1351,6,B,April,3914,3914,Paid
1351,6,B,May,3914,3914,Paid
1351,6,B,August,3914,614,Unpaid
1351,6,B,September,3914,3914,Paid
1351,6,B,October,3914,302,Unpaid
1351,6,B,November,3914,3914,Paid
1351,6,B,December,3914,1864,Unpaid
1351,6,B,January,3914,582,Unpaid
1351,6,B,February,3914,3914,Paid
1351,6,B,March,3914,3914,Paid
1352,6,B,April,2851,819,Unpaid
1352,6,B,May,2851,2851,Paid
1352,6,B,August,2851,2226,Unpaid
1352,6,B,September,2851,2851,Paid
1352,6,B,October,2851,1965,Unpaid
1352,6,B,November,2851,925,Unpaid
1352,6,B,December,2851,2851,Paid
1352,6,B,January,2851,1403,Unpaid
1352,6,B,February,2851,2703,Unpaid
1352,6,B,March,2851,2851,Unpaid
1353,6,A,April,2623,2623,Paid
1353,6,A,May,2623,2623,Paid
1353,6,A,August,2623,2623,Paid
1353,6,A,September,2623,2623,Paid
1353,6,A,October,2623,659,Unpaid
1353,6,A,November,2623,1201,Unpaid
1353,6,A,December,2623,2516,Unpaid
1353,6,A,January,2623,950,Unpaid
1353,6,A,February,2623,1622,Unpaid
1353,6,A,March,2623,2623,Paid
1354,6,A,April,4693,4693,Paid
1354,6,A,May,4693,4661,Unpaid
1354,6,A,August,4693,4693,Paid
1354,6,A,September,4693,4693,Paid
1354,6,A,October,4693,4693,Paid
1354,6,A,November,4693,4693,Paid
1354,6,A,December,4693,4004,Unpaid
1354,6,A,January,4693,2284,Unpaid
1354,6,A,February,4693,4693,Paid
1354,6,A,March,4693,4693,Paid
1355,6,B,April,3168,3168,Paid
1355,6,B,May,3168,2998,Unpaid
1355,6,B,August,3168,247,Unpaid
1355,6,B,September,3168,723,Unpaid
1355,6,B,October,3168,1987,Unpaid
1355,6,B,November,3168,1470,Unpaid
1355,6,B,December,3168,3168,Paid
1355,6,B,January,3168,1035,Unpaid
1355,6,B,February,3168,3168,Paid
1355,6,B,March,3168,3168,Paid
1356,6,B,April,3095,712,Unpaid
1356,6,B,May,3095,597,Unpaid
1356,6,B,August,3095,2154,Unpaid
1356,6,B,September,3095,2283,Unpaid
1356,6,B,October,3095,3095,Paid
1356,6,B,November,3095,3095,Paid
1356,6,B,December,3095,2666,Unpaid
1356,6,B,January,3095,1156,Unpaid
1356,6,B,February,3095,931,Unpaid
1356,6,B,March,3095,3003,Unpaid
1357,6,B,April,4829,1457,Unpaid
1357,6,B,May,4829,4829,Paid
1357,6,B,August,4829,3634,Unpaid
1357,6,B,September,4829,2363,Unpaid
1357,6,B,October,4829,4829,Paid
1357,6,B,November,4829,4829,Paid
1357,6,B,December,4829,4829,Paid
1357,6,B,January,4829,4665,Unpaid
1357,6,B,February,4829,2872,Unpaid
1357,6,B,March,4829,3822,Unpaid
1358,6,A,April,2662,2662,Paid
1358,6,A,May,2662,2662,Paid
1358,6,A,August,2662,1464,Unpaid
1358,6,A,September,2662,2662,Paid
1358,6,A,October,2662,1390,Unpaid
1358,6,A,November,2662,2662,Paid
1358,6,A,December,2662,2662,Paid
1358,6,A,January,2662,678,Unpaid
1358,6,A,February,2662,2562,Unpaid
1358,6,A,March,2662,580,Unpaid
1359,6,B,April,2008,333,Unpaid
1359,6,B,May,2008,955,Unpaid
1359,6,B,August,2008,1293,Unpaid
1359,6,B,September,2008,2008,Paid
1359,6,B,October,2008,1863,Unpaid
1359,6,B,November,2008,2008,Paid
1359,6,B,December,2008,1780,Unpaid
1359,6,B,January,2008,2008,Paid
1359,6,B,February,2008,2008,Paid
1359,6,B,March,2008,2008,Paid
1360,6,B,April,3503,1540,Unpaid
1360,6,B,May,3503,1798,Unpaid
1360,6,B,August,3503,1785,Unpaid
1360,6,B,September,3503,3503,Paid
1360,6,B,October,3503,1629,Unpaid
1360,6,B,November,3503,3503,Paid
1360,6,B,December,3503,3383,Unpaid
1360,6,B,January,3503,3503,Paid
1360,6,B,February,3503,3503,Paid
1360,6,B,March,3503,631,Unpaid
1361,6,B,April,3447,541,Unpaid
1361,6,B,May,3447,3447,Paid
1361,6,B,August,3447,3447,Paid
1361,6,B,September,3447,3447,Paid
1361,6,B,October,3447,522,Unpaid
1361,6,B,November,3447,3424,Unpaid
1361,6,B,December,3447,561,Unpaid
1361,6,B,January,3447,3447,Paid
1361,6,B,February,3447,3447,Paid
1361,6,B,March,3447,512,Unpaid
1362,6,A,April,3184,105,Unpaid
1362,6,A,May,3184,3184,Paid
1362,6,A,August,3184,2971,Unpaid
1362,6,A,September,3184,615,Unpaid
1362,6,A,October,3184,3184,Paid
1362,6,A,November,3184,3184,Paid
1362,6,A,December,3184,3184,Paid
1362,6,A,January,3184,2356,Unpaid
1362,6,A,February,3184,3184,Paid
1362,6,A,March,3184,3184,Paid
1363,6,B,April,3274,2433,Unpaid
1363,6,B,May,3274,3274,Paid
1363,6,B,August,3274,3274,Paid
1363,6,B,September,3274,247,Unpaid
1363,6,B,October,3274,2687,Unpaid
1363,6,B,November,3274,2688,Unpaid
1363,6,B,December,3274,3274,Paid
1363,6,B,January,3274,3274,Paid
1363,6,B,February,3274,1583,Unpaid
1363,6,B,March,3274,3274,Paid
1364,6,A,April,4227,3956,Unpaid
1364,6,A,May,4227,4227,Paid
1364,6,A,August,4227,3584,Unpaid
1364,6,A,September,4227,4227,Paid
1364,6,A,October,4227,4227,Paid
1364,6,A,November,4227,3779,Unpaid
1364,6,A,December,4227,1381,Unpaid
1364,6,A,January,4227,4227,Paid
1364,6,A,February,4227,4227,Paid
1364,6,A,March,4227,1982,Unpaid
1365,6,B,April,2478,2401,Unpaid
1365,6,B,May,2478,2478,Paid
1365,6,B,August,2478,2478,Paid
1365,6,B,September,2478,2478,Paid
1365,6,B,October,2478,1465,Unpaid
1365,6,B,November,2478,2478,Paid
1365,6,B,December,2478,2478,Paid
1365,6,B,January,2478,1892,Unpaid
1365,6,B,February,2478,656,Unpaid
1365,6,B,March,2478,1959,Unpaid
1366,6,A,April,3933,1451,Unpaid
1366,6,A,May,3933,3933,Paid
1366,6,A,August,3933,3933,Paid
1366,6,A,September,3933,3933,Paid
1366,6,A,October,3933,3106,Unpaid
1366,6,A,November,3933,3797,Unpaid
1366,6,A,December,3933,399,Unpaid
1366,6,A,January,3933,3162,Unpaid
1366,6,A,February,3933,1810,Unpaid
1366,6,A,March,3933,3933,Paid
1367,7,A,April,2784,263,Unpaid
1367,7,A,May,2784,517,Unpaid
1367,7,A,August,2784,1875,Unpaid
1367,7,A,September,2784,2784,Paid
1367,7,A,October,2784,1699,Unpaid
1367,7,A,November,2784,2784,Paid
1367,7,A,December,2784,1949,Unpaid
1367,7,A,January,2784,1348,Unpaid
1367,7,A,February,2784,2504,Unpaid
1367,7,A,March,2784,2401,Unpaid
1368,7,A,April,3357,3357,Paid
1368,7,A,May,3357,3357,Paid
1368,7,A,August,3357,3357,Paid
1368,7,A,September,3357,3357,Paid
1368,7,A,October,3357,905,Unpaid
1368,7,A,November,3357,3357,Paid
1368,7,A,December,3357,3357,Paid
1368,7,A,January,3357,1376,Unpaid
1368,7,A,February,3357,3357,Paid
1368,7,A,March,3357,1934,Unpaid
1369,7,B,April,2037,2037,Paid
