Student_ID,Class,Section,Month,Attendance_Percentage
1254,5,B,February,77
1254,5,B,March,75
1255,5,A,April,95
1255,5,A,May,97
1255,5,A,August,97
1255,5,A,September,93
1255,5,A,October,90
1255,5,A,November,98
1255,5,A,December,100
1255,5,A,January,95
1255,5,A,February,98
1255,5,A,March,92
1256,5,B,April,68
1256,5,B,May,67
1256,5,B,August,61
1256,5,B,September,70
1256,5,B,October,71
1256,5,B,November,62
1256,5,B,December,72
1256,5,B,January,66
1256,5,B,February,64
1256,5,B,March,71
1257,5,A,April,84
1257,5,A,May,81
1257,5,A,August,87
1257,5,A,September,86
1257,5,A,October,90
1257,5,A,November,86
1257,5,A,December,78
1257,5,A,January,75
1257,5,A,February,90
1257,5,A,March,86
1258,5,B,April,72
1258,5,B,May,64
1258,5,B,August,72
1258,5,B,September,65
1258,5,B,October,64
1258,5,B,November,72
1258,5,B,December,69
1258,5,B,January,64
1258,5,B,February,60
1258,5,B,March,64
1259,5,A,April,80
1259,5,A,May,77
1259,5,A,August,82
1259,5,A,September,88
1259,5,A,October,76
1259,5,A,November,85
1259,5,A,December,90
1259,5,A,January,89
1259,5,A,February,80
1259,5,A,March,90
1260,5,B,April,76
1260,5,B,May,79
1260,5,B,August,82
1260,5,B,September,90
1260,5,B,October,79
1260,5,B,November,85
1260,5,B,December,81
1260,5,B,January,83
1260,5,B,February,81
1260,5,B,March,80
1261,5,B,April,79
1261,5,B,May,75
1261,5,B,August,83
1261,5,B,September,89
1261,5,B,October,88
1261,5,B,November,82
1261,5,B,December,83
1261,5,B,January,83
1261,5,B,February,86
1261,5,B,March,89
1262,5,B,April,92
1262,5,B,May,98
1262,5,B,August,92
1262,5,B,September,96
1262,5,B,October,91
1262,5,B,November,98
1262,5,B,December,96
1262,5,B,January,97
1262,5,B,February,99
1262,5,B,March,96
1263,5,B,April,75
1263,5,B,May,65
1263,5,B,August,75
1263,5,B,September,64
1263,5,B,October,71
1263,5,B,November,69
1263,5,B,December,72
1263,5,B,January,60
1263,5,B,February,62
1263,5,B,March,75
1264,5,B,April,75
1264,5,B,May,71
1264,5,B,August,71
1264,5,B,September,73
1264,5,B,October,64
1264,5,B,November,65
1264,5,B,December,63
1264,5,B,January,74
1264,5,B,February,62
1264,5,B,March,69
1265,5,B,April,88
1265,5,B,May,90
1265,5,B,August,83
1265,5,B,September,78
1265,5,B,October,75
1265,5,B,November,85
1265,5,B,December,75
1265,5,B,January,85
1265,5,B,February,81
1265,5,B,March,78
1266,5,A,April,83
1266,5,A,May,87
1266,5,A,August,80
1266,5,A,September,78
1266,5,A,October,84
1266,5,A,November,78
1266,5,A,December,90
1266,5,A,January,86
1266,5,A,February,90
1266,5,A,March,86
1267,5,A,April,62
1267,5,A,May,63
1267,5,A,August,72
1267,5,A,September,67
1267,5,A,October,73
1267,5,A,November,60
1267,5,A,December,74
1267,5,A,January,72
1267,5,A,February,73
1267,5,A,March,66
1268,5,B,April,88
1268,5,B,May,78
1268,5,B,August,89
1268,5,B,September,81
1268,5,B,October,79
1268,5,B,November,90
1268,5,B,December,78
1268,5,B,January,84
1268,5,B,February,86
1268,5,B,March,81
1269,5,B,April,99
1269,5,B,May,91
1269,5,B,August,98
1269,5,B,September,100
1269,5,B,October,97
1269,5,B,November,93
1269,5,B,December,92
1269,5,B,January,95
1269,5,B,February,91
1269,5,B,March,94
1270,5,A,April,70
1270,5,A,May,69
1270,5,A,August,73
1270,5,A,September,60
1270,5,A,October,73
1270,5,A,November,61
1270,5,A,December,74
1270,5,A,January,73
1270,5,A,February,68
1270,5,A,March,60
1271,5,A,April,82
1271,5,A,May,90
1271,5,A,August,77
1271,5,A,September,84
1271,5,A,October,84
1271,5,A,November,90
1271,5,A,December,76
1271,5,A,January,89
1271,5,A,February,75
1271,5,A,March,84
1272,5,B,April,85
1272,5,B,May,83
1272,5,B,August,80
1272,5,B,September,78
1272,5,B,October,82
1272,5,B,November,85
1272,5,B,December,84
1272,5,B,January,90
1272,5,B,February,86
1272,5,B,March,81
1273,5,B,April,86
1273,5,B,May,81
1273,5,B,August,84
1273,5,B,September,88
1273,5,B,October,77
1273,5,B,November,80
1273,5,B,December,85
1273,5,B,January,85
1273,5,B,February,85
1273,5,B,March,80
1274,5,A,April,65
1274,5,A,May,62
1274,5,A,August,69
1274,5,A,September,72
1274,5,A,October,66
1274,5,A,November,64
1274,5,A,December,75
1274,5,A,January,63
1274,5,A,February,62
1274,5,A,March,73
1275,5,B,April,79
1275,5,B,May,85
1275,5,B,August,82
1275,5,B,September,78
1275,5,B,October,81
1275,5,B,November,86
1275,5,B,December,76
1275,5,B,January,82
1275,5,B,February,80
1275,5,B,March,81
1276,5,B,April,92
1276,5,B,May,93
1276,5,B,August,100
1276,5,B,September,95
1276,5,B,October,99
1276,5,B,November,91
1276,5,B,December,96
1276,5,B,January,100
1276,5,B,February,96
1276,5,B,March,100
1277,5,B,April,63
1277,5,B,May,61
1277,5,B,August,74
1277,5,B,September,69
1277,5,B,October,72
1277,5,B,November,69
1277,5,B,December,68
1277,5,B,January,66
1277,5,B,February,64
1277,5,B,March,60
1278,5,A,April,88
1278,5,A,May,78
1278,5,A,August,77
1278,5,A,September,76
1278,5,A,October,83
1278,5,A,November,87
1278,5,A,December,85
1278,5,A,January,90
1278,5,A,February,80
1278,5,A,March,85
1279,5,A,April,74
1279,5,A,May,75
1279,5,A,August,75
1279,5,A,September,70
1279,5,A,October,70
1279,5,A,November,60
1279,5,A,December,74
1279,5,A,January,63
1279,5,A,February,62
1279,5,A,March,60
1280,5,A,April,80
1280,5,A,May,86
1280,5,A,August,85
1280,5,A,September,76
1280,5,A,October,84
1280,5,A,November,82
1280,5,A,December,80
1280,5,A,January,81
1280,5,A,February,84
1280,5,A,March,83
1281,5,A,April,99
1281,5,A,May,97
1281,5,A,August,92
1281,5,A,September,97
1281,5,A,October,95
1281,5,A,November,100
1281,5,A,December,95
1281,5,A,January,95
1281,5,A,February,96
1281,5,A,March,97
1282,5,B,April,76
1282,5,B,May,90
1282,5,B,August,76
1282,5,B,September,77
1282,5,B,October,88
1282,5,B,November,77
1282,5,B,December,90
1282,5,B,January,76
1282,5,B,February,83
1282,5,B,March,88
1283,5,B,April,60
1283,5,B,May,69
1283,5,B,August,71
1283,5,B,September,72
1283,5,B,October,75
1283,5,B,November,71
1283,5,B,December,60
1283,5,B,January,69
1283,5,B,February,66
1283,5,B,March,60
1284,5,B,April,77
1284,5,B,May,81
1284,5,B,August,81
1284,5,B,September,85
1284,5,B,October,76
1284,5,B,November,89
1284,5,B,December,85
1284,5,B,January,84
1284,5,B,February,77
1284,5,B,March,77
1285,5,A,April,66
1285,5,A,May,64
1285,5,A,August,69
1285,5,A,September,63
1285,5,A,October,60
1285,5,A,November,64
1285,5,A,December,68
1285,5,A,January,73
1285,5,A,February,69
1285,5,A,March,60
1286,5,B,April,96
1286,5,B,May,93
1286,5,B,August,94
1286,5,B,September,99
1286,5,B,October,98
1286,5,B,November,100
1286,5,B,December,100
1286,5,B,January,99
1286,5,B,February,90
1286,5,B,March,100
1287,5,B,April,83
1287,5,B,May,77
1287,5,B,August,76
1287,5,B,September,79
1287,5,B,October,86
1287,5,B,November,77
1287,5,B,December,78
1287,5,B,January,75
1287,5,B,February,79
1287,5,B,March,84
1288,5,B,April,83
1288,5,B,May,77
1288,5,B,August,81
1288,5,B,September,87
1288,5,B,October,77
1288,5,B,November,88
1288,5,B,December,89
1288,5,B,January,79
1288,5,B,February,88
1288,5,B,March,90
1289,5,A,April,97
1289,5,A,May,92
1289,5,A,August,90
1289,5,A,September,100
1289,5,A,October,97
1289,5,A,November,98
1289,5,A,December,93
1289,5,A,January,100
1289,5,A,February,92
1289,5,A,March,94
1290,5,A,April,66
1290,5,A,May,71
1290,5,A,August,73
1290,5,A,September,63
1290,5,A,October,63
1290,5,A,November,72
1290,5,A,December,63
1290,5,A,January,74
1290,5,A,February,67
1290,5,A,March,67
1291,5,A,April,89
1291,5,A,May,77
1291,5,A,August,78
1291,5,A,September,82
1291,5,A,October,89
1291,5,A,November,82
1291,5,A,December,81
1291,5,A,January,80
1291,5,A,February,88
1291,5,A,March,90
1292,5,A,April,88
1292,5,A,May,81
1292,5,A,August,89
1292,5,A,September,89
1292,5,A,October,82
1292,5,A,November,76
1292,5,A,December,87
1292,5,A,January,76
1292,5,A,February,81
1292,5,A,March,87
1293,5,A,April,78
1293,5,A,May,90
1293,5,A,August,79
1293,5,A,September,88
1293,5,A,October,75
1293,5,A,November,84
1293,5,A,December,89
1293,5,A,January,89
1293,5,A,February,82
1293,5,A,March,79
1294,5,A,April,90
1294,5,A,May,86
1294,5,A,August,80
1294,5,A,September,79
1294,5,A,October,75
1294,5,A,November,86
1294,5,A,December,76
1294,5,A,January,89
1294,5,A,February,84
1294,5,A,March,75
1295,5,B,April,85
1295,5,B,May,76
1295,5,B,August,90
1295,5,B,September,76
1295,5,B,October,89
1295,5,B,November,77
1295,5,B,December,77
1295,5,B,January,86
1295,5,B,February,81
1295,5,B,March,83
1296,5,A,April,86
1296,5,A,May,80
1296,5,A,August,83
1296,5,A,September,85
1296,5,A,October,83
1296,5,A,November,88
1296,5,A,December,89
1296,5,A,January,90
1296,5,A,February,85
1296,5,A,March,79
1297,5,A,April,77
1297,5,A,May,75
1297,5,A,August,80
1297,5,A,September,78
1297,5,A,October,78
1297,5,A,November,84
1297,5,A,December,81
1297,5,A,January,75
1297,5,A,February,80
1297,5,A,March,75
1298,5,A,April,88
1298,5,A,May,90
1298,5,A,August,78
1298,5,A,September,78
1298,5,A,October,78
1298,5,A,November,88
1298,5,A,December,76
1298,5,A,January,78
1298,5,A,February,79
1298,5,A,March,87
1299,5,A,April,74
1299,5,A,May,70
1299,5,A,August,67
1299,5,A,September,70
1299,5,A,October,66
1299,5,A,November,64
1299,5,A,December,65
1299,5,A,January,75
1299,5,A,February,60
1299,5,A,March,73
1300,5,A,April,86
1300,5,A,May,80
1300,5,A,August,89
1300,5,A,September,77
1300,5,A,October,81
1300,5,A,November,82
1300,5,A,December,88
1300,5,A,January,90
1300,5,A,February,88
1300,5,A,March,86
1301,5,A,April,63
1301,5,A,May,69
1301,5,A,August,63
1301,5,A,September,73
1301,5,A,October,69
1301,5,A,November,63
1301,5,A,December,63
1301,5,A,January,70
1301,5,A,February,75
1301,5,A,March,75
1302,5,A,April,62
1302,5,A,May,68
1302,5,A,August,72
1302,5,A,September,71
1302,5,A,October,74
1302,5,A,November,66
1302,5,A,December,74
1302,5,A,January,71
1302,5,A,February,61
1302,5,A,March,74
1303,6,B,April,75
1303,6,B,May,75
1303,6,B,August,90
1303,6,B,September,80
1303,6,B,October,78
1303,6,B,November,90
1303,6,B,December,85
1303,6,B,January,79
1303,6,B,February,81
1303,6,B,March,75
1304,6,B,April,68
1304,6,B,May,73
1304,6,B,August,70
1304,6,B,September,73
1304,6,B,October,66
1304,6,B,November,67
1304,6,B,December,62
1304,6,B,January,65
1304,6,B,February,69
1304,6,B,March,74
1305,6,B,April,75
1305,6,B,May,90
1305,6,B,August,80
1305,6,B,September,76
1305,6,B,October,87
1305,6,B,November,77
1305,6,B,December,84
1305,6,B,January,89
1305,6,B,February,84
1305,6,B,March,81
1306,6,B,April,91
1306,6,B,May,100
1306,6,B,August,92
1306,6,B,September,96
1306,6,B,October,94
1306,6,B,November,97
1306,6,B,December,93
1306,6,B,January,98
1306,6,B,February,100
1306,6,B,March,96
1307,6,A,April,98
1307,6,A,May,98
1307,6,A,August,90
1307,6,A,September,98
1307,6,A,October,91
1307,6,A,November,92
1307,6,A,December,96
1307,6,A,January,100
1307,6,A,February,91
1307,6,A,March,98
1308,6,B,April,75
1308,6,B,May,89
1308,6,B,August,76
1308,6,B,September,76
1308,6,B,October,89
1308,6,B,November,89
1308,6,B,December,84
1308,6,B,January,86
1308,6,B,February,78
1308,6,B,March,76
1309,6,A,April,91
1309,6,A,May,97
1309,6,A,August,100
1309,6,A,September,95
1309,6,A,October,91
1309,6,A,November,96
1309,6,A,December,97
1309,6,A,January,96
1309,6,A,February,100
1309,6,A,March,98
1310,6,B,April,82
1310,6,B,May,84
1310,6,B,August,79
1310,6,B,September,87
1310,6,B,October,75
1310,6,B,November,82
1310,6,B,December,86
1310,6,B,January,77
1310,6,B,February,77
1310,6,B,March,76
1311,6,B,April,77
1311,6,B,May,83
1311,6,B,August,77
1311,6,B,September,85
1311,6,B,October,80
1311,6,B,November,75
1311,6,B,December,82
1311,6,B,January,79
1311,6,B,February,80
1311,6,B,March,88
1312,6,B,April,85
1312,6,B,May,89
1312,6,B,August,78
1312,6,B,September,87
1312,6,B,October,79
1312,6,B,November,77
1312,6,B,December,81
1312,6,B,January,75
1312,6,B,February,83
1312,6,B,March,84
1313,6,B,April,76
1313,6,B,May,84
1313,6,B,August,89
1313,6,B,September,84
1313,6,B,October,87
1313,6,B,November,88
1313,6,B,December,78
1313,6,B,January,75
1313,6,B,February,85
1313,6,B,March,77
1314,6,B,April,80
1314,6,B,May,82
1314,6,B,August,90
1314,6,B,September,88
1314,6,B,October,90
1314,6,B,November,90
1314,6,B,December,79
1314,6,B,January,90
1314,6,B,February,76
1314,6,B,March,85
1315,6,B,April,89
1315,6,B,May,88
1315,6,B,August,86
1315,6,B,September,85
1315,6,B,October,79
1315,6,B,November,75
1315,6,B,December,85
1315,6,B,January,83
1315,6,B,February,81
1315,6,B,March,89
1316,6,A,April,84
1316,6,A,May,87
1316,6,A,August,76
1316,6,A,September,88
1316,6,A,October,84
1316,6,A,November,90
1316,6,A,December,88
1316,6,A,January,83
1316,6,A,February,76
1316,6,A,March,86
1317,6,B,April,75
1317,6,B,May,84
1317,6,B,August,83
1317,6,B,September,75
1317,6,B,October,82
1317,6,B,November,81
1317,6,B,December,87
1317,6,B,January,79
1317,6,B,February,77
1317,6,B,March,85
1318,6,B,April,79
1318,6,B,May,88
1318,6,B,August,76
1318,6,B,September,87
1318,6,B,October,84
1318,6,B,November,84
1318,6,B,December,78
1318,6,B,January,88
1318,6,B,February,79
1318,6,B,March,80
1319,6,A,April,75
1319,6,A,May,81
1319,6,A,August,83
1319,6,A,September,87
1319,6,A,October,84
1319,6,A,November,82
1319,6,A,December,85
1319,6,A,January,83
1319,6,A,February,90
1319,6,A,March,89
1320,6,B,April,91
1320,6,B,May,100
1320,6,B,August,96
1320,6,B,September,90
1320,6,B,October,94
1320,6,B,November,98
1320,6,B,December,90
1320,6,B,January,95
1320,6,B,February,97
1320,6,B,March,93
1321,6,B,April,85
1321,6,B,May,83
1321,6,B,August,83
1321,6,B,September,86
1321,6,B,October,83
1321,6,B,November,78
1321,6,B,December,79
1321,6,B,January,84
1321,6,B,February,87
1321,6,B,March,78
1322,6,B,April,70
1322,6,B,May,74
1322,6,B,August,61
1322,6,B,September,64
1322,6,B,October,75
1322,6,B,November,64
1322,6,B,December,60
1322,6,B,January,65
1322,6,B,February,60
1322,6,B,March,66
1323,6,B,April,63
1323,6,B,May,63
1323,6,B,August,66
1323,6,B,September,71
1323,6,B,October,71
1323,6,B,November,63
1323,6,B,December,60
1323,6,B,January,67
1323,6,B,February,61
1323,6,B,March,60
1324,6,B,April,93
1324,6,B,May,92
1324,6,B,August,100
1324,6,B,September,95
1324,6,B,October,94
1324,6,B,November,92
1324,6,B,December,98
1324,6,B,January,96
1324,6,B,February,94
1324,6,B,March,100
1325,6,A,April,68
1325,6,A,May,68
1325,6,A,August,69
1325,6,A,September,75
1325,6,A,October,72
1325,6,A,November,73
1325,6,A,December,62
1325,6,A,January,69
1325,6,A,February,65
1325,6,A,March,70
1326,6,B,April,70
1326,6,B,May,75
1326,6,B,August,67
1326,6,B,September,69
1326,6,B,October,74
1326,6,B,November,61
1326,6,B,December,74
1326,6,B,January,71
1326,6,B,February,62
1326,6,B,March,64
1327,6,B,April,83
1327,6,B,May,77
1327,6,B,August,89
1327,6,B,September,84
1327,6,B,October,80
1327,6,B,November,84
1327,6,B,December,85
1327,6,B,January,76
1327,6,B,February,79
1327,6,B,March,76
1328,6,A,April,82
1328,6,A,May,76
1328,6,A,August,77
1328,6,A,September,86
1328,6,A,October,80
1328,6,A,November,79
1328,6,A,December,85
1328,6,A,January,75
1328,6,A,February,79
1328,6,A,March,84
1329,6,B,April,89
1329,6,B,May,78
1329,6,B,August,86
1329,6,B,September,80
1329,6,B,October,90
1329,6,B,November,87
1329,6,B,December,82
1329,6,B,January,87
1329,6,B,February,87
1329,6,B,March,90
1330,6,B,April,75
1330,6,B,May,75
1330,6,B,August,84
1330,6,B,September,86
1330,6,B,October,76
1330,6,B,November,81
1330,6,B,December,83
1330,6,B,January,90
1330,6,B,February,80
1330,6,B,March,76
1331,6,A,April,89
1331,6,A,May,88
1331,6,A,August,86
1331,6,A,September,81
1331,6,A,October,87
1331,6,A,November,79
1331,6,A,December,80
1331,6,A,January,80
1331,6,A,February,89
1331,6,A,March,81
1332,6,B,April,80
1332,6,B,May,87
1332,6,B,August,90
1332,6,B,September,76
1332,6,B,October,82
1332,6,B,November,87
1332,6,B,December,89
1332,6,B,January,86
1332,6,B,February,77
1332,6,B,March,81
1333,6,A,April,86
1333,6,A,May,80
1333,6,A,August,86
1333,6,A,September,75
1333,6,A,October,90
1333,6,A,November,88
1333,6,A,December,86
1333,6,A,January,86
1333,6,A,February,85
1333,6,A,March,76
1334,6,A,April,76
1334,6,A,May,86
1334,6,A,August,81
1334,6,A,September,84
1334,6,A,October,90
1334,6,A,November,75
1334,6,A,December,84
1334,6,A,January,90
1334,6,A,February,76
1334,6,A,March,82
1335,6,A,April,84
1335,6,A,May,75
1335,6,A,August,85
1335,6,A,September,79
1335,6,A,October,83
1335,6,A,November,77
1335,6,A,December,78
1335,6,A,January,84
1335,6,A,February,85
1335,6,A,March,80
1336,6,B,April,89
1336,6,B,May,75
1336,6,B,August,80
1336,6,B,September,76
1336,6,B,October,88
1336,6,B,November,76
1336,6,B,December,87
1336,6,B,January,81
1336,6,B,February,87
1336,6,B,March,88
1337,6,B,April,92
1337,6,B,May,100
1337,6,B,August,91
1337,6,B,September,93
1337,6,B,October,91
1337,6,B,November,93
1337,6,B,December,90
1337,6,B,January,97
1337,6,B,February,91
1337,6,B,March,96
1338,6,A,April,86
1338,6,A,May,80
1338,6,A,August,77
1338,6,A,September,86
1338,6,A,October,87
1338,6,A,November,75
1338,6,A,December,86
1338,6,A,January,87
1338,6,A,February,90
1338,6,A,March,82
1339,6,A,April,70
1339,6,A,May,64
1339,6,A,August,73
1339,6,A,September,61
1339,6,A,October,61
1339,6,A,November,62
1339,6,A,December,69
1339,6,A,January,75
1339,6,A,February,71
1339,6,A,March,69
1340,6,B,April,83
1340,6,B,May,77
1340,6,B,August,78
1340,6,B,September,84
1340,6,B,October,90
1340,6,B,November,85
1340,6,B,December,88
1340,6,B,January,82
1340,6,B,February,82
1340,6,B,March,89
1341,6,B,April,82
1341,6,B,May,81
1341,6,B,August,80
1341,6,B,September,82
1341,6,B,October,86
1341,6,B,November,87
1341,6,B,December,78
1341,6,B,January,76
1341,6,B,February,89
1341,6,B,March,78
1342,6,B,April,76
1342,6,B,May,90
1342,6,B,August,79
1342,6,B,September,88
1342,6,B,October,83
1342,6,B,November,86
1342,6,B,December,87
1342,6,B,January,80
1342,6,B,February,80
1342,6,B,March,78
1343,6,A,April,64
1343,6,A,May,64
1343,6,A,August,62
1343,6,A,September,61
1343,6,A,October,72
1343,6,A,November,69
1343,6,A,December,66
1343,6,A,January,74
1343,6,A,February,72
1343,6,A,March,64
1344,6,A,April,97
1344,6,A,May,90
1344,6,A,August,94
1344,6,A,September,96
1344,6,A,October,94
1344,6,A,November,98
1344,6,A,December,97
1344,6,A,January,98
1344,6,A,February,92
1344,6,A,March,97
1345,6,B,April,89
1345,6,B,May,82
1345,6,B,August,85
1345,6,B,September,88
1345,6,B,October,86
1345,6,B,November,80
1345,6,B,December,81
1345,6,B,January,87
1345,6,B,February,81
1345,6,B,March,76
1346,6,B,April,73
1346,6,B,May,64
1346,6,B,August,74
1346,6,B,September,74
1346,6,B,October,74
1346,6,B,November,65
1346,6,B,December,66
1346,6,B,January,63
1346,6,B,February,64
1346,6,B,March,70
1347,6,B,April,72
1347,6,B,May,64
1347,6,B,August,67
1347,6,B,September,63
1347,6,B,October,62
1347,6,B,November,72
1347,6,B,December,71
1347,6,B,January,73
1347,6,B,February,71
1347,6,B,March,61
1348,6,B,April,64
1348,6,B,May,64
1348,6,B,August,73
1348,6,B,September,75
1348,6,B,October,72
1348,6,B,November,62
1348,6,B,December,74
1348,6,B,January,62
1348,6,B,February,72
1348,6,B,March,68
1349,6,A,April,96
1349,6,A,May,99
1349,6,A,August,94
1349,6,A,September,98
1349,6,A,October,97
1349,6,A,November,91
1349,6,A,December,91
1349,6,A,January,92
1349,6,A,February,95
1349,6,A,March,96
1350,6,A,April,74
1350,6,A,May,67
1350,6,A,August,72
1350,6,A,September,64
1350,6,A,October,74
1350,6,A,November,75
1350,6,A,December,69
1350,6,A,January,66
1350,6,A,February,71
1350,6,A,March,74
1351,6,B,April,96
1351,6,B,May,95
1351,6,B,August,99
1351,6,B,September,93
1351,6,B,October,99
1351,6,B,November,100
1351,6,B,December,100
1351,6,B,January,96
1351,6,B,February,92
1351,6,B,March,91
1352,6,B,April,82
1352,6,B,May,85
1352,6,B,August,79
1352,6,B,September,83
1352,6,B,October,77
1352,6,B,November,87
1352,6,B,December,78
1352,6,B,January,87
1352,6,B,February,77
1352,6,B,March,80
1353,6,A,April,87
1353,6,A,May,88
1353,6,A,August,77
1353,6,A,September,79
1353,6,A,October,82
1353,6,A,November,80
1353,6,A,December,83
1353,6,A,January,86
1353,6,A,February,89
1353,6,A,March,87
1354,6,A,April,84
1354,6,A,May,80
1354,6,A,August,80
1354,6,A,September,80
1354,6,A,October,76
1354,6,A,November,87
1354,6,A,December,89
1354,6,A,January,82
1354,6,A,February,86
1354,6,A,March,90
1355,6,B,April,93
1355,6,B,May,95
1355,6,B,August,99
1355,6,B,September,100
1355,6,B,October,94
1355,6,B,November,90
1355,6,B,December,95
1355,6,B,January,93
1355,6,B,February,99
1355,6,B,March,98
1356,6,B,April,73
1356,6,B,May,70
1356,6,B,August,71
1356,6,B,September,70
1356,6,B,October,63
1356,6,B,November,60
1356,6,B,December,72
1356,6,B,January,63
1356,6,B,February,62
1356,6,B,March,73
1357,6,B,April,82
1357,6,B,May,84
1357,6,B,August,83
1357,6,B,September,84
1357,6,B,October,78
1357,6,B,November,82
1357,6,B,December,75
1357,6,B,January,80
1357,6,B,February,84
1357,6,B,March,81
1358,6,A,April,74
1358,6,A,May,64
1358,6,A,August,73
1358,6,A,September,63
1358,6,A,October,65
1358,6,A,November,64
1358,6,A,December,65
1358,6,A,January,75
1358,6,A,February,70
1358,6,A,March,66
1359,6,B,April,80
1359,6,B,May,88
1359,6,B,August,80
1359,6,B,September,87
1359,6,B,October,77
1359,6,B,November,80
1359,6,B,December,76
1359,6,B,January,85
1359,6,B,February,88
1359,6,B,March,76
1360,6,B,April,74
1360,6,B,May,72
1360,6,B,August,69
1360,6,B,September,74
1360,6,B,October,72
1360,6,B,November,74
1360,6,B,December,64
1360,6,B,January,65
1360,6,B,February,69
1360,6,B,March,71
1361,6,B,April,84
1361,6,B,May,84
1361,6,B,August,87
1361,6,B,September,88
1361,6,B,October,81
1361,6,B,November,75
1361,6,B,December,84
1361,6,B,January,82
1361,6,B,February,76
1361,6,B,March,77
1362,6,A,April,81
1362,6,A,May,79
1362,6,A,August,77
1362,6,A,September,83
1362,6,A,October,79
1362,6,A,November,81
1362,6,A,December,82
1362,6,A,January,83
1362,6,A,February,85
1362,6,A,March,82
1363,6,B,April,90
1363,6,B,May,86
1363,6,B,August,75
1363,6,B,September,79
1363,6,B,October,78
1363,6,B,November,75
1363,6,B,December,82
1363,6,B,January,79
1363,6,B,February,83
1363,6,B,March,83
1364,6,A,April,78
1364,6,A,May,82
1364,6,A,August,82
1364,6,A,September,79
1364,6,A,October,80
1364,6,A,November,83
1364,6,A,December,85
1364,6,A,January,90
1364,6,A,February,90
1364,6,A,March,81
1365,6,B,April,81
1365,6,B,May,90
1365,6,B,August,82
1365,6,B,September,90
1365,6,B,October,75
1365,6,B,November,87
1365,6,B,December,81
1365,6,B,January,79
1365,6,B,February,86
1365,6,B,March,79
1366,6,A,April,84
1366,6,A,May,87
1366,6,A,August,89
1366,6,A,September,80
1366,6,A,October,77
1366,6,A,November,77
1366,6,A,December,78
1366,6,A,January,81
1366,6,A,February,80
1366,6,A,March,75
1367,7,A,April,98
1367,7,A,May,91
1367,7,A,August,95
1367,7,A,September,94
1367,7,A,October,92
1367,7,A,November,96
1367,7,A,December,99
1367,7,A,January,95
1367,7,A,February,90
1367,7,A,March,90
1368,7,A,April,91
1368,7,A,May,99
1368,7,A,August,96
1368,7,A,September,98
1368,7,A,October,94
1368,7,A,November,96
1368,7,A,December,98
1368,7,A,January,97
1368,7,A,February,93
1368,7,A,March,97
1369,7,B,April,85
1369,7,B,May,88
1369,7,B,August,77
1369,7,B,September,88
1369,7,B,October,78
1369,7,B,November,84
1369,7,B,December,81
1369,7,B,January,89
1369,7,B,February,86
1369,7,B,March,83
1370,7,B,April,74
1370,7,B,May,68
1370,7,B,August,60
1370,7,B,September,63
1370,7,B,October,69
1370,7,B,November,61
1370,7,B,December,71
1370,7,B,January,64
1370,7,B,February,70
1370,7,B,March,68
1371,7,B,April,82
1371,7,B,May,79
1371,7,B,August,87
1371,7,B,September,82
1371,7,B,October,86
1371,7,B,November,76
1371,7,B,December,80
1371,7,B,January,88
1371,7,B,February,81
1371,7,B,March,87
1372,7,A,April,61
1372,7,A,May,67
1372,7,A,August,72
1372,7,A,September,61
1372,7,A,October,74
1372,7,A,November,75
1372,7,A,December,72
1372,7,A,January,67
1372,7,A,February,60
1372,7,A,March,67
1373,7,A,April,92
1373,7,A,May,97
1373,7,A,August,91
1373,7,A,September,98
1373,7,A,October,94
1373,7,A,November,93
1373,7,A,December,98
1373,7,A,January,93
1373,7,A,February,92
1373,7,A,March,97
1374,7,A,April,86
1374,7,A,May,75
1374,7,A,August,89
1374,7,A,September,76
1374,7,A,October,88
1374,7,A,November,75
1374,7,A,December,84
1374,7,A,January,84
1374,7,A,February,80
1374,7,A,March,89
1375,7,A,April,87
1375,7,A,May,75
1375,7,A,August,81
1375,7,A,September,83
1375,7,A,October,88
1375,7,A,November,78
1375,7,A,December,77
1375,7,A,January,90
1375,7,A,February,82
1375,7,A,March,87
1376,7,A,April,66
1376,7,A,May,71
1376,7,A,August,70
1376,7,A,September,73
1376,7,A,October,66
1376,7,A,November,63
1376,7,A,December,71
1376,7,A,January,70
1376,7,A,February,66
1376,7,A,March,60
1377,7,A,April,84
1377,7,A,May,77
1377,7,A,August,87
1377,7,A,September,77
1377,7,A,October,75
1377,7,A,November,90
1377,7,A,December,87
1377,7,A,January,89
1377,7,A,February,80
1377,7,A,March,76
1378,7,B,April,85
1378,7,B,May,76
1378,7,B,August,83
1378,7,B,September,82
1378,7,B,October,89
1378,7,B,November,77
1378,7,B,December,77
1378,7,B,January,79
1378,7,B,February,76
1378,7,B,March,87
1379,7,A,April,67
1379,7,A,May,63
1379,7,A,August,68
1379,7,A,September,74
1379,7,A,October,62
1379,7,A,November,69
1379,7,A,December,67
1379,7,A,January,68
1379,7,A,February,64
1379,7,A,March,70
1380,7,A,April,75
1380,7,A,May,75
1380,7,A,August,71
1380,7,A,September,62
1380,7,A,October,66
1380,7,A,November,65
1380,7,A,December,69
1380,7,A,January,69
1380,7,A,February,69
1380,7,A,March,65
1381,7,B,April,82
1381,7,B,May,83
1381,7,B,August,85
1381,7,B,September,83
1381,7,B,October,88
1381,7,B,November,80
1381,7,B,December,88
1381,7,B,January,88
